name	format	file	total	cjk	pua	extra	CJK Basic	CJK Ext-A	CJK Ext-B	CJK Ext-C	CJK Ext-D	CJK Ext-E	CJK Ext-F	CJK Ext-G	CJK Ext-H	CJK Ext-I	CJK Comp	PUA-BMP	PUA-SMP1	PUA-SMP2
UDMarugo_LargePr6N-DB	otf	Fontworks/日文/FOT-UDMarugo_Large Pr6N DB.otf	20565	15720	2493	2352	15063	202	345	0	0	0	0	0	0	0	110	2493	0	0
UDMarugo_LargePr6N-E	otf	Fontworks/日文/FOT-UDMarugo_Large Pr6N E.otf	20565	15720	2493	2352	15063	202	345	0	0	0	0	0	0	0	110	2493	0	0
YurukaStd-UB	otf	Fontworks/日文/FOT-Yuruka Std UB.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
arcStd-R	otf	Fontworks/日文/FOT-arc Std R.otf	14584	10602	2488	1494	10558	1	5	0	0	0	0	0	0	0	38	2488	0	0
花園明朝A Regular	ttf	GlyphWiki/花园明朝体 hanazono-20170904/HanaMinA.ttf	41531	31133	1402	8996	20971	6582	2858	73	63	110	4	0	0	0	472	1402	0	0
花園明朝B Regular	ttf	GlyphWiki/花园明朝体 hanazono-20170904/HanaMinB.ttf	60423	60322	0	101	5	0	42711	4149	222	5762	7473	0	0	0	0	0	0	0
IBM Plex Sans SC Bold	ttf	IBM/ibm-plex-sans-sc-v1.1.0/ttf-hinted/IBMPlexSansSC-Bold.ttf	29290	27785	109	1396	20971	6592	44	44	8	108	0	0	0	0	18	109	0	0
IBM Plex Sans SC ExtLt	ttf	IBM/ibm-plex-sans-sc-v1.1.0/ttf-hinted/IBMPlexSansSC-ExtraLight.ttf	29290	27785	109	1396	20971	6592	44	44	8	108	0	0	0	0	18	109	0	0
IBM Plex Sans SC Light	ttf	IBM/ibm-plex-sans-sc-v1.1.0/ttf-hinted/IBMPlexSansSC-Light.ttf	29290	27785	109	1396	20971	6592	44	44	8	108	0	0	0	0	18	109	0	0
IBM Plex Sans SC Medm	ttf	IBM/ibm-plex-sans-sc-v1.1.0/ttf-hinted/IBMPlexSansSC-Medium.ttf	29290	27785	109	1396	20971	6592	44	44	8	108	0	0	0	0	18	109	0	0
IBM Plex Sans SC	ttf	IBM/ibm-plex-sans-sc-v1.1.0/ttf-hinted/IBMPlexSansSC-Regular.ttf	29290	27785	109	1396	20971	6592	44	44	8	108	0	0	0	0	18	109	0	0
IBM Plex Sans SC SmBld	ttf	IBM/ibm-plex-sans-sc-v1.1.0/ttf-hinted/IBMPlexSansSC-SemiBold.ttf	29290	27785	109	1396	20971	6592	44	44	8	108	0	0	0	0	18	109	0	0
IBM Plex Sans SC Text	ttf	IBM/ibm-plex-sans-sc-v1.1.0/ttf-hinted/IBMPlexSansSC-Text.ttf	29290	27785	109	1396	20971	6592	44	44	8	108	0	0	0	0	18	109	0	0
IBM Plex Sans SC Thin	ttf	IBM/ibm-plex-sans-sc-v1.1.0/ttf-hinted/IBMPlexSansSC-Thin.ttf	29290	27785	109	1396	20971	6592	44	44	8	108	0	0	0	0	18	109	0	0
IBM Plex Sans SC Bold	ttf	IBM/ibm-plex-sans-sc-v1.1.0/ttf-unhinted/IBMPlexSansSC-Bold.ttf	29291	27785	109	1397	20971	6592	44	44	8	108	0	0	0	0	18	109	0	0
IBM Plex Sans SC ExtLt	ttf	IBM/ibm-plex-sans-sc-v1.1.0/ttf-unhinted/IBMPlexSansSC-ExtraLight.ttf	29291	27785	109	1397	20971	6592	44	44	8	108	0	0	0	0	18	109	0	0
IBM Plex Sans SC Light	ttf	IBM/ibm-plex-sans-sc-v1.1.0/ttf-unhinted/IBMPlexSansSC-Light.ttf	29291	27785	109	1397	20971	6592	44	44	8	108	0	0	0	0	18	109	0	0
IBM Plex Sans SC Medm	ttf	IBM/ibm-plex-sans-sc-v1.1.0/ttf-unhinted/IBMPlexSansSC-Medium.ttf	29290	27785	109	1396	20971	6592	44	44	8	108	0	0	0	0	18	109	0	0
IBM Plex Sans SC	ttf	IBM/ibm-plex-sans-sc-v1.1.0/ttf-unhinted/IBMPlexSansSC-Regular.ttf	29291	27785	109	1397	20971	6592	44	44	8	108	0	0	0	0	18	109	0	0
IBM Plex Sans SC SmBld	ttf	IBM/ibm-plex-sans-sc-v1.1.0/ttf-unhinted/IBMPlexSansSC-SemiBold.ttf	29291	27785	109	1397	20971	6592	44	44	8	108	0	0	0	0	18	109	0	0
IBM Plex Sans SC Text	ttf	IBM/ibm-plex-sans-sc-v1.1.0/ttf-unhinted/IBMPlexSansSC-Text.ttf	29291	27785	109	1397	20971	6592	44	44	8	108	0	0	0	0	18	109	0	0
IBM Plex Sans SC Thin	ttf	IBM/ibm-plex-sans-sc-v1.1.0/ttf-unhinted/IBMPlexSansSC-Thin.ttf	29291	27785	109	1397	20971	6592	44	44	8	108	0	0	0	0	18	109	0	0
IBM Plex Sans TC Bold	ttf	IBM/ibm-plex-sans-tc-v1.1.1/ttf-hinted/IBMPlexSansTC-Bold.ttf	23646	17687	4729	1230	15387	579	1704	4	0	5	1	0	0	0	7	4729	0	0
IBM Plex Sans TC ExtLt	ttf	IBM/ibm-plex-sans-tc-v1.1.1/ttf-hinted/IBMPlexSansTC-ExtraLight.ttf	23641	17687	4724	1230	15387	579	1704	4	0	5	1	0	0	0	7	4724	0	0
IBM Plex Sans TC Light	ttf	IBM/ibm-plex-sans-tc-v1.1.1/ttf-hinted/IBMPlexSansTC-Light.ttf	23641	17687	4724	1230	15387	579	1704	4	0	5	1	0	0	0	7	4724	0	0
IBM Plex Sans TC Medm	ttf	IBM/ibm-plex-sans-tc-v1.1.1/ttf-hinted/IBMPlexSansTC-Medium.ttf	23641	17687	4724	1230	15387	579	1704	4	0	5	1	0	0	0	7	4724	0	0
IBM Plex Sans TC	ttf	IBM/ibm-plex-sans-tc-v1.1.1/ttf-hinted/IBMPlexSansTC-Regular.ttf	23646	17687	4729	1230	15387	579	1704	4	0	5	1	0	0	0	7	4729	0	0
IBM Plex Sans TC SmBld	ttf	IBM/ibm-plex-sans-tc-v1.1.1/ttf-hinted/IBMPlexSansTC-SemiBold.ttf	23641	17687	4724	1230	15387	579	1704	4	0	5	1	0	0	0	7	4724	0	0
IBM Plex Sans TC Text	ttf	IBM/ibm-plex-sans-tc-v1.1.1/ttf-hinted/IBMPlexSansTC-Text.ttf	23641	17687	4724	1230	15387	579	1704	4	0	5	1	0	0	0	7	4724	0	0
IBM Plex Sans TC Thin	ttf	IBM/ibm-plex-sans-tc-v1.1.1/ttf-hinted/IBMPlexSansTC-Thin.ttf	23646	17687	4729	1230	15387	579	1704	4	0	5	1	0	0	0	7	4729	0	0
IBM Plex Sans TC Bold	ttf	IBM/ibm-plex-sans-tc-v1.1.1/ttf-unhinted/IBMPlexSansTC-Bold.ttf	23646	17687	4729	1230	15387	579	1704	4	0	5	1	0	0	0	7	4729	0	0
IBM Plex Sans TC ExtLt	ttf	IBM/ibm-plex-sans-tc-v1.1.1/ttf-unhinted/IBMPlexSansTC-ExtraLight.ttf	23641	17687	4724	1230	15387	579	1704	4	0	5	1	0	0	0	7	4724	0	0
IBM Plex Sans TC Light	ttf	IBM/ibm-plex-sans-tc-v1.1.1/ttf-unhinted/IBMPlexSansTC-Light.ttf	23641	17687	4724	1230	15387	579	1704	4	0	5	1	0	0	0	7	4724	0	0
IBM Plex Sans TC Medm	ttf	IBM/ibm-plex-sans-tc-v1.1.1/ttf-unhinted/IBMPlexSansTC-Medium.ttf	23641	17687	4724	1230	15387	579	1704	4	0	5	1	0	0	0	7	4724	0	0
IBM Plex Sans TC	ttf	IBM/ibm-plex-sans-tc-v1.1.1/ttf-unhinted/IBMPlexSansTC-Regular.ttf	23646	17687	4729	1230	15387	579	1704	4	0	5	1	0	0	0	7	4729	0	0
IBM Plex Sans TC SmBld	ttf	IBM/ibm-plex-sans-tc-v1.1.1/ttf-unhinted/IBMPlexSansTC-SemiBold.ttf	23641	17687	4724	1230	15387	579	1704	4	0	5	1	0	0	0	7	4724	0	0
IBM Plex Sans TC Text	ttf	IBM/ibm-plex-sans-tc-v1.1.1/ttf-unhinted/IBMPlexSansTC-Text.ttf	23641	17687	4724	1230	15387	579	1704	4	0	5	1	0	0	0	7	4724	0	0
IBM Plex Sans TC Thin	ttf	IBM/ibm-plex-sans-tc-v1.1.1/ttf-unhinted/IBMPlexSansTC-Thin.ttf	23646	17687	4729	1230	15387	579	1704	4	0	5	1	0	0	0	7	4729	0	0
Kai Regular	ttf	Ikarus/Kai.ttf	15179	6763	2257	6159	6763	0	0	0	0	0	0	0	0	0	0	2257	0	0
Slidefu Regular	ttf	Keynote研究所/演示佛系体 Slidefu-Regular.ttf	6953	6763	0	190	6763	0	0	0	0	0	0	0	0	0	0	0	0	0
Slidexiaxing Regular	ttf	Keynote研究所/演示夏行楷 Slidexiaxing-Regular.ttf	6971	6763	0	208	6763	0	0	0	0	0	0	0	0	0	0	0	0	0
slideyouran Regular	ttf	Keynote研究所/演示悠然小楷 slideyouran-Regular.ttf	6956	6766	0	190	6766	0	0	0	0	0	0	0	0	0	0	0	0	0
Source-KeynoteartHans	otf	Keynote研究所/演示斜黑体 Source-KeynoteartHans-Regular.otf	30757	27824	0	2933	20945	6582	51	44	8	108	0	0	0	0	86	0	0	0
Slidechunfeng Regular	ttf	Keynote研究所/演示春风楷 Slidechunfeng-Regular.ttf	6971	6763	0	208	6763	0	0	0	0	0	0	0	0	0	0	0	0	0
Klee One Regular	ttf	Klee相关/Klee One/KleeOne-Regular.ttf	10178	8107	0	2071	7917	32	38	1	8	0	4	0	0	0	107	0	0	0
Klee One SemiBold	ttf	Klee相关/Klee One/KleeOne-SemiBold.ttf	10178	8107	0	2071	7917	32	38	1	8	0	4	0	0	0	107	0	0	0
芫茜雅楷	ttf	Klee相关/芫茜雅楷 (JyunsaiKaai) v0.3.1/JyunsaiKaai-Bold.ttf	17612	15374	0	2238	14120	422	399	77	26	150	26	50	0	0	104	0	0	0
芫茜雅楷	ttf	Klee相关/芫茜雅楷 (JyunsaiKaai) v0.3.1/JyunsaiKaai-Light.ttf	17612	15374	0	2238	14120	422	399	77	26	150	26	50	0	0	104	0	0	0
芫茜雅楷	ttf	Klee相关/芫茜雅楷 (JyunsaiKaai) v0.3.1/JyunsaiKaai-Regular.ttf	17612	15374	0	2238	14120	422	399	77	26	150	26	50	0	0	104	0	0	0
Iansui Regular	ttf	Klee相关/芫荽(Iansui) v1.011/Iansui-Regular.ttf	12639	10412	0	2227	9992	127	161	3	17	5	1	2	1	0	103	0	0	0
霞鹜文楷 Light	ttf	Klee相关/霞鹜文楷 (LXGW WenKai) v1.511/LXGWWenKai-Light.ttf	36752	29360	12	7380	20992	6592	823	157	32	249	102	230	52	10	121	11	1	0
霞鹜文楷 Medium	ttf	Klee相关/霞鹜文楷 (LXGW WenKai) v1.511/LXGWWenKai-Medium.ttf	36752	29360	12	7380	20992	6592	823	157	32	249	102	230	52	10	121	11	1	0
LXGW WenKai	ttf	Klee相关/霞鹜文楷 (LXGW WenKai) v1.511/LXGWWenKai-Regular.ttf	36752	29360	12	7380	20992	6592	823	157	32	249	102	230	52	10	121	11	1	0
霞鹜文楷等宽 Light	ttf	Klee相关/霞鹜文楷 (LXGW WenKai) v1.511/LXGWWenKaiMono-Light.ttf	36772	29360	32	7380	20992	6592	823	157	32	249	102	230	52	10	121	31	1	0
霞鹜文楷等宽 Medium	ttf	Klee相关/霞鹜文楷 (LXGW WenKai) v1.511/LXGWWenKaiMono-Medium.ttf	36772	29360	32	7380	20992	6592	823	157	32	249	102	230	52	10	121	31	1	0
LXGW WenKai Mono	ttf	Klee相关/霞鹜文楷 (LXGW WenKai) v1.511/LXGWWenKaiMono-Regular.ttf	36772	29360	32	7380	20992	6592	823	157	32	249	102	230	52	10	121	31	1	0
OPPO Sans 4.0	ttf	MISC/OPPO Sans v4.0/OPPO Sans 4.0.ttf	29197	27772	0	1425	20976	6582	42	44	8	108	0	0	0	0	12	0	0	0
vivo Sans SC L3	ttf	MISC/vivo Sans/Simplified Chinese/vivo Sans SC L3/vivo Sans SC L3.ttf	60339	60123	0	216	0	0	42675	4105	214	5654	7473	2	0	0	0	0	0	0
vivo Sans SC VF	ttf	MISC/vivo Sans/Simplified Chinese/vivo Sans SC/vivoSansSCVF.ttf	29282	27715	116	1451	20968	6530	36	44	8	108	0	0	0	0	21	116	0	0
vivo Sans TC VF	ttf	MISC/vivo Sans/Traditional Chinese/vivo Sans TC/vivoSansTCVF.ttf	14580	13070	38	1472	13068	0	0	0	0	0	0	0	0	0	2	38	0	0
vivo Sans Bold	ttf	MISC/vivo Sans/vivo Sans简体/vivoSans-Bold.ttf	29364	27781	115	1468	20976	6582	42	44	8	108	0	0	0	0	21	115	0	0
vivo Sans Demibold	ttf	MISC/vivo Sans/vivo Sans简体/vivoSans-DemiBold.ttf	29364	27781	115	1468	20976	6582	42	44	8	108	0	0	0	0	21	115	0	0
vivo Sans Extrabold	ttf	MISC/vivo Sans/vivo Sans简体/vivoSans-ExtraBold.ttf	29364	27781	115	1468	20976	6582	42	44	8	108	0	0	0	0	21	115	0	0
vivo Sans Extralight	ttf	MISC/vivo Sans/vivo Sans简体/vivoSans-ExtraLight.ttf	29364	27781	115	1468	20976	6582	42	44	8	108	0	0	0	0	21	115	0	0
vivo Sans Heavy	ttf	MISC/vivo Sans/vivo Sans简体/vivoSans-Heavy.ttf	29364	27781	115	1468	20976	6582	42	44	8	108	0	0	0	0	21	115	0	0
vivo Sans Light	ttf	MISC/vivo Sans/vivo Sans简体/vivoSans-Light.ttf	29364	27781	115	1468	20976	6582	42	44	8	108	0	0	0	0	21	115	0	0
vivo Sans Medium	ttf	MISC/vivo Sans/vivo Sans简体/vivoSans-Medium.ttf	29364	27781	115	1468	20976	6582	42	44	8	108	0	0	0	0	21	115	0	0
vivo Sans	ttf	MISC/vivo Sans/vivo Sans简体/vivoSans-Regular.ttf	29364	27781	115	1468	20976	6582	42	44	8	108	0	0	0	0	21	115	0	0
vivo Sans Thin	ttf	MISC/vivo Sans/vivo Sans简体/vivoSans-Thin.ttf	29364	27781	115	1468	20976	6582	42	44	8	108	0	0	0	0	21	115	0	0
HarmonyOS Sans SC Black	ttf	MISC/华为 鸿蒙字体（HarmonyOS Sans）/HarmonyOS_Sans_SC/HarmonyOS_Sans_SC_Black.ttf	29063	27505	24	1534	20902	6582	0	0	0	0	0	0	0	0	21	24	0	0
HarmonyOS Sans SC Bold	ttf	MISC/华为 鸿蒙字体（HarmonyOS Sans）/HarmonyOS_Sans_SC/HarmonyOS_Sans_SC_Bold.ttf	29063	27505	24	1534	20902	6582	0	0	0	0	0	0	0	0	21	24	0	0
HarmonyOS Sans SC Light	ttf	MISC/华为 鸿蒙字体（HarmonyOS Sans）/HarmonyOS_Sans_SC/HarmonyOS_Sans_SC_Light.ttf	29063	27505	24	1534	20902	6582	0	0	0	0	0	0	0	0	21	24	0	0
HarmonyOS Sans SC Medium	ttf	MISC/华为 鸿蒙字体（HarmonyOS Sans）/HarmonyOS_Sans_SC/HarmonyOS_Sans_SC_Medium.ttf	29063	27505	24	1534	20902	6582	0	0	0	0	0	0	0	0	21	24	0	0
HarmonyOS Sans SC	ttf	MISC/华为 鸿蒙字体（HarmonyOS Sans）/HarmonyOS_Sans_SC/HarmonyOS_Sans_SC_Regular.ttf	29063	27505	24	1534	20902	6582	0	0	0	0	0	0	0	0	21	24	0	0
HarmonyOS Sans SC Thin	ttf	MISC/华为 鸿蒙字体（HarmonyOS Sans）/HarmonyOS_Sans_SC/HarmonyOS_Sans_SC_Thin.ttf	29063	27505	24	1534	20902	6582	0	0	0	0	0	0	0	0	21	24	0	0
HarmonyOS Sans TC Black	ttf	MISC/华为 鸿蒙字体（HarmonyOS Sans）/HarmonyOS_Sans_TC/HarmonyOS_Sans_TC_Black.ttf	14596	13078	10	1508	13075	1	0	0	0	0	0	0	0	0	2	10	0	0
HarmonyOS Sans TC Bold	ttf	MISC/华为 鸿蒙字体（HarmonyOS Sans）/HarmonyOS_Sans_TC/HarmonyOS_Sans_TC_Bold.ttf	14596	13078	10	1508	13075	1	0	0	0	0	0	0	0	0	2	10	0	0
HarmonyOS Sans TC Light	ttf	MISC/华为 鸿蒙字体（HarmonyOS Sans）/HarmonyOS_Sans_TC/HarmonyOS_Sans_TC_Light.ttf	14596	13078	10	1508	13075	1	0	0	0	0	0	0	0	0	2	10	0	0
HarmonyOS Sans TC Medium	ttf	MISC/华为 鸿蒙字体（HarmonyOS Sans）/HarmonyOS_Sans_TC/HarmonyOS_Sans_TC_Medium.ttf	14596	13078	10	1508	13075	1	0	0	0	0	0	0	0	0	2	10	0	0
HarmonyOS Sans TC	ttf	MISC/华为 鸿蒙字体（HarmonyOS Sans）/HarmonyOS_Sans_TC/HarmonyOS_Sans_TC_Regular.ttf	14596	13078	10	1508	13075	1	0	0	0	0	0	0	0	0	2	10	0	0
HarmonyOS Sans TC Thin	ttf	MISC/华为 鸿蒙字体（HarmonyOS Sans）/HarmonyOS_Sans_TC/HarmonyOS_Sans_TC_Thin.ttf	14596	13078	10	1508	13075	1	0	0	0	0	0	0	0	0	2	10	0	0
MiSans L3	ttf	MISC/小米 MiSans L3/MiSans L3.ttf	60339	60123	0	216	0	0	42675	4105	214	5654	7473	2	0	0	0	0	0	0
Misans TC VF	ttf	MISC/小米 MiSans TC/Misans TC VF.ttf	14911	13078	0	1833	13075	1	0	0	0	0	0	0	0	0	2	0	0	0
MiSans TC Bold	ttf	MISC/小米 MiSans TC/ttf/MisansTC-Bold.ttf	14911	13078	0	1833	13075	1	0	0	0	0	0	0	0	0	2	0	0	0
MiSans TC Demibold	ttf	MISC/小米 MiSans TC/ttf/MisansTC-Demibold.ttf	14911	13078	0	1833	13075	1	0	0	0	0	0	0	0	0	2	0	0	0
MiSans TC ExtraLight	ttf	MISC/小米 MiSans TC/ttf/MisansTC-ExtraLight.ttf	14911	13078	0	1833	13075	1	0	0	0	0	0	0	0	0	2	0	0	0
MiSans TC Heavy	ttf	MISC/小米 MiSans TC/ttf/MisansTC-Heavy.ttf	14911	13078	0	1833	13075	1	0	0	0	0	0	0	0	0	2	0	0	0
MiSans TC Light	ttf	MISC/小米 MiSans TC/ttf/MisansTC-Light.ttf	14911	13078	0	1833	13075	1	0	0	0	0	0	0	0	0	2	0	0	0
MiSans TC Medium	ttf	MISC/小米 MiSans TC/ttf/MisansTC-Medium.ttf	14911	13078	0	1833	13075	1	0	0	0	0	0	0	0	0	2	0	0	0
MiSans TC Normal	ttf	MISC/小米 MiSans TC/ttf/MisansTC-Normal.ttf	14911	13078	0	1833	13075	1	0	0	0	0	0	0	0	0	2	0	0	0
MiSans TC	ttf	MISC/小米 MiSans TC/ttf/MisansTC-Regular.ttf	14911	13078	0	1833	13075	1	0	0	0	0	0	0	0	0	2	0	0	0
MiSans TC Semibold	ttf	MISC/小米 MiSans TC/ttf/MisansTC-Semibold.ttf	14911	13078	0	1833	13075	1	0	0	0	0	0	0	0	0	2	0	0	0
MiSans TC Thin	ttf	MISC/小米 MiSans TC/ttf/MisansTC-Thin.ttf	14911	13078	0	1833	13075	1	0	0	0	0	0	0	0	0	2	0	0	0
MiSans VF	ttf	MISC/小米 MiSans/MiSans VF.ttf	29414	27781	0	1633	20976	6582	42	44	8	108	0	0	0	0	21	0	0	0
MiSans Bold	ttf	MISC/小米 MiSans/ttf/MiSans-Bold.ttf	29414	27781	0	1633	20976	6582	42	44	8	108	0	0	0	0	21	0	0	0
MiSans Demibold	ttf	MISC/小米 MiSans/ttf/MiSans-Demibold.ttf	29414	27781	0	1633	20976	6582	42	44	8	108	0	0	0	0	21	0	0	0
MiSans ExtraLight	ttf	MISC/小米 MiSans/ttf/MiSans-ExtraLight.ttf	29414	27781	0	1633	20976	6582	42	44	8	108	0	0	0	0	21	0	0	0
MiSans Heavy	ttf	MISC/小米 MiSans/ttf/MiSans-Heavy.ttf	29414	27781	0	1633	20976	6582	42	44	8	108	0	0	0	0	21	0	0	0
MiSans Light	ttf	MISC/小米 MiSans/ttf/MiSans-Light.ttf	29414	27781	0	1633	20976	6582	42	44	8	108	0	0	0	0	21	0	0	0
MiSans Medium	ttf	MISC/小米 MiSans/ttf/MiSans-Medium.ttf	29414	27781	0	1633	20976	6582	42	44	8	108	0	0	0	0	21	0	0	0
MiSans Normal	ttf	MISC/小米 MiSans/ttf/MiSans-Normal.ttf	29414	27781	0	1633	20976	6582	42	44	8	108	0	0	0	0	21	0	0	0
MiSans	ttf	MISC/小米 MiSans/ttf/MiSans-Regular.ttf	29414	27781	0	1633	20976	6582	42	44	8	108	0	0	0	0	21	0	0	0
MiSans Semibold	ttf	MISC/小米 MiSans/ttf/MiSans-Semibold.ttf	29414	27781	0	1633	20976	6582	42	44	8	108	0	0	0	0	21	0	0	0
MiSans Thin	ttf	MISC/小米 MiSans/ttf/MiSans-Thin.ttf	29414	27781	0	1633	20976	6582	42	44	8	108	0	0	0	0	21	0	0	0
小米兰亭	ttf	MISC/小米兰亭/小米兰亭MILT_RG.ttf	29257	27505	106	1646	20902	6582	0	0	0	0	0	0	0	0	21	106	0	0
小米兰亭 Pro VF	ttf	MISC/小米兰亭/小米兰亭Pro.ttf	28612	27505	106	1001	20902	6582	0	0	0	0	0	0	0	0	21	106	0	0
小米兰亭	ttf	MISC/小米兰亭/小米兰亭加粗 (网友修改).ttf	29257	27505	106	1646	20902	6582	0	0	0	0	0	0	0	0	21	106	0	0
快看世界體 標準	otf	MISC/快看世界体 v1.4/kuaikanshijieti20231213.otf	6917	6765	0	152	6765	0	0	0	0	0	0	0	0	0	0	0	0	0
快看世界體 標準	ttf	MISC/快看世界体 v1.4/kuaikanshijieti20231213.ttf	6917	6765	0	152	6765	0	0	0	0	0	0	0	0	0	0	0	0	0
抖音美好体 Bold	ttf	MISC/抖音美好体 DouyinSans/DouyinSansBold.ttf	7715	6763	129	823	6763	0	0	0	0	0	0	0	0	0	0	129	0	0
DOUYUFont	ttf	MISC/斗鱼追光体2.0.ttf	7752	6789	12	951	6787	0	0	0	0	0	0	0	0	0	2	12	0	0
腾讯体	ttf	MISC/腾讯字体/腾讯体 TTTGB-Medium.ttf	7328	6763	12	553	6763	0	0	0	0	0	0	0	0	0	0	12	0	0
腾讯体 W3	otf	MISC/腾讯字体/腾讯体 W3.otf	36598	27521	2347	6730	20910	6582	8	0	0	0	0	0	0	0	21	2347	0	0
腾讯体 W7	ttf	MISC/腾讯字体/腾讯体 W7.ttf	36598	27521	2347	6730	20910	6582	8	0	0	0	0	0	0	0	21	2347	0	0
腾讯字体包	ttf	MISC/腾讯字体/腾讯字体字体包.ttf	7359	6763	12	584	6763	0	0	0	0	0	0	0	0	0	0	12	0	0
HONOR Sans CN Bold	ttf	MISC/荣耀 HONOR Sans v1.2/HONORSansCN/HONORSansCN-Bold.ttf	29000	27781	217	1002	20976	6582	42	44	8	108	0	0	0	0	21	217	0	0
HONOR Sans CN DemiBold	ttf	MISC/荣耀 HONOR Sans v1.2/HONORSansCN/HONORSansCN-DemiBold.ttf	29000	27781	217	1002	20976	6582	42	44	8	108	0	0	0	0	21	217	0	0
HONOR Sans CN ExtraBold	ttf	MISC/荣耀 HONOR Sans v1.2/HONORSansCN/HONORSansCN-ExtraBold.ttf	29000	27781	217	1002	20976	6582	42	44	8	108	0	0	0	0	21	217	0	0
HONOR Sans CN ExtraLight	ttf	MISC/荣耀 HONOR Sans v1.2/HONORSansCN/HONORSansCN-ExtraLight.ttf	29000	27781	217	1002	20976	6582	42	44	8	108	0	0	0	0	21	217	0	0
HONOR Sans CN Heavy	ttf	MISC/荣耀 HONOR Sans v1.2/HONORSansCN/HONORSansCN-Heavy.ttf	29000	27781	217	1002	20976	6582	42	44	8	108	0	0	0	0	21	217	0	0
HONOR Sans CN Light	ttf	MISC/荣耀 HONOR Sans v1.2/HONORSansCN/HONORSansCN-Light.ttf	29000	27781	217	1002	20976	6582	42	44	8	108	0	0	0	0	21	217	0	0
HONOR Sans CN Medium	ttf	MISC/荣耀 HONOR Sans v1.2/HONORSansCN/HONORSansCN-Medium.ttf	29000	27781	217	1002	20976	6582	42	44	8	108	0	0	0	0	21	217	0	0
HONOR Sans CN	ttf	MISC/荣耀 HONOR Sans v1.2/HONORSansCN/HONORSansCN-Regular.ttf	29000	27781	217	1002	20976	6582	42	44	8	108	0	0	0	0	21	217	0	0
HONOR Sans CN Thin	ttf	MISC/荣耀 HONOR Sans v1.2/HONORSansCN/HONORSansCN-Thin.ttf	29000	27781	217	1002	20976	6582	42	44	8	108	0	0	0	0	21	217	0	0
HONOR Sans TC Bold	ttf	MISC/荣耀 HONOR Sans v1.2/HONORSansTC/HONORSansTC-Bold.ttf	14331	13496	2	833	13075	1	0	0	0	0	0	0	0	0	420	2	0	0
HONOR Sans TC DemiBold	ttf	MISC/荣耀 HONOR Sans v1.2/HONORSansTC/HONORSansTC-DemiBold.ttf	14331	13496	2	833	13075	1	0	0	0	0	0	0	0	0	420	2	0	0
HONOR Sans TC ExtraBold	ttf	MISC/荣耀 HONOR Sans v1.2/HONORSansTC/HONORSansTC-ExtraBold.ttf	14331	13496	2	833	13075	1	0	0	0	0	0	0	0	0	420	2	0	0
HONOR Sans TC ExtraLight	ttf	MISC/荣耀 HONOR Sans v1.2/HONORSansTC/HONORSansTC-ExtraLight.ttf	14331	13496	2	833	13075	1	0	0	0	0	0	0	0	0	420	2	0	0
HONOR Sans TC Heavy	ttf	MISC/荣耀 HONOR Sans v1.2/HONORSansTC/HONORSansTC-Heavy.ttf	14331	13496	2	833	13075	1	0	0	0	0	0	0	0	0	420	2	0	0
HONOR Sans TC Light	ttf	MISC/荣耀 HONOR Sans v1.2/HONORSansTC/HONORSansTC-Light.ttf	14331	13496	2	833	13075	1	0	0	0	0	0	0	0	0	420	2	0	0
HONOR Sans TC Medium	ttf	MISC/荣耀 HONOR Sans v1.2/HONORSansTC/HONORSansTC-Medium.ttf	14331	13496	2	833	13075	1	0	0	0	0	0	0	0	0	420	2	0	0
HONOR Sans TC Regular	ttf	MISC/荣耀 HONOR Sans v1.2/HONORSansTC/HONORSansTC-Regular.ttf	14331	13496	2	833	13075	1	0	0	0	0	0	0	0	0	420	2	0	0
HONOR Sans TC Thin	ttf	MISC/荣耀 HONOR Sans v1.2/HONORSansTC/HONORSansTC-Thin.ttf	14331	13496	2	833	13075	1	0	0	0	0	0	0	0	0	420	2	0	0
金山云技术体	ttf	MISC/金山云 Kingsoft_Cloud_Font_v1.0.1.ttf	7563	6817	0	746	6816	1	0	0	0	0	0	0	0	0	0	0	0	0
TBMCYXT	otf	MISC/阿里巴巴 淘宝买菜体/TaoBaoMaiCaiTi/TaoBaoMaiCaiTi-Regular.otf	7272	6764	0	508	6764	0	0	0	0	0	0	0	0	0	0	0	0	0
	ttf	MISC/阿里巴巴 淘宝买菜体/TaoBaoMaiCaiTi/TaoBaoMaiCaiTi-Regular.ttf	7276	6764	0	512	6764	0	0	0	0	0	0	0	0	0	0	0	0	0
钉钉进步体	ttf	MISC/阿里巴巴 钉钉进步体0111/DingTalk JinBuTi.ttf	7498	6763	20	715	6763	0	0	0	0	0	0	0	0	0	0	20	0	0
DingTalk Sans	ttf	MISC/阿里巴巴 钉钉进步体0111/DingTalk Sans.ttf	725	0	10	715	0	0	0	0	0	0	0	0	0	0	0	10	0	0
阿里巴巴普惠体 3 105 Heavy	ttf	MISC/阿里巴巴普惠体/AlibabaPuHuiTi-3/AlibabaPuHuiTi-3-105-Heavy.ttf	9638	8227	0	1411	7957	77	36	43	8	106	0	0	0	0	0	0	0	0
